Hour,Minute,Second,Leq1s
13,5,12,61.41
13,5,13,62.82
13,5,14,63.99
13,5,15,61.86
13,5,16,62.53
13,5,17,58.04
13,5,18,58.53
13,5,19,55.8
13,5,20,55.04
13,5,21,52.55
13,5,22,50.76
13,5,23,54.27
13,5,24,56.87
13,5,25,60.56
13,5,26,61.49
13,5,27,55.75
13,5,28,56.26
13,5,29,53.61
13,5,30,53.85
13,5,31,52.86
13,5,32,51.29
13,5,33,49.16
13,5,34,49.1
13,5,35,49.21
13,5,36,60.87
13,5,37,54.05
13,5,38,55.23
13,5,39,57.41
13,5,40,57.81
13,5,41,57.34
13,5,42,52.64
13,5,43,51.54
13,5,44,49.87
13,5,45,46.06
13,5,46,60.59
13,5,47,43.55
13,5,48,42.13
13,5,49,42.9
13,5,50,44.93
13,5,51,42.04
13,5,52,41.97
13,5,53,42.31
13,5,54,42.18
13,5,55,41.84
13,5,56,60.66
13,5,57,42.6
13,5,58,44.15
13,5,59,43.22
13,6,0,43.19
13,6,1,42.77
13,6,2,42.52
13,6,3,42.23
13,6,4,43.68
13,6,5,44.36
13,6,6,60.75
13,6,7,49.23
13,6,8,51.95
13,6,9,55.97
13,6,10,55.05
13,6,11,54.3
13,6,12,51.0
13,6,13,48.38
13,6,14,47.44
13,6,15,46.45
13,6,16,60.65
13,6,17,44.9
13,6,18,45.07
13,6,19,44.57
13,6,20,44.75
13,6,21,44.42
13,6,22,45.02
13,6,23,45.73
13,6,24,46.9
13,6,25,47.07
13,6,26,61.16
13,6,27,47.91
13,6,28,48.82
13,6,29,51.48
13,6,30,51.93
13,6,31,56.54
13,6,32,59.39
13,6,33,60.57
13,6,34,60.7
13,6,35,60.16
13,6,36,62.44
13,6,37,55.61
13,6,38,53.7
13,6,39,53.38
13,6,40,54.41
13,6,41,56.58
13,6,42,59.11
13,6,43,61.87
13,6,44,61.85
13,6,45,60.27
13,6,46,61.47
13,6,47,53.92
13,6,48,52.99
13,6,49,50.78
13,6,50,49.2
13,6,51,48.81
13,6,52,48.76
13,6,53,49.65
13,6,54,50.2
13,6,55,50.73
13,6,56,61.06
13,6,57,55.18
13,6,58,56.74
13,6,59,61.33
13,7,0,63.7
13,7,1,63.05
13,7,3,63.82
13,7,4,64.67
13,7,5,60.89
13,7,6,59.46
13,7,7,63.24
13,7,8,58.29
13,7,9,57.39
13,7,10,56.68
13,7,11,57.09
13,7,12,58.45
13,7,13,58.54
13,7,14,57.17
13,7,15,57.64
13,7,16,57.26
13,7,17,61.93
13,7,18,56.45
13,7,19,55.45
13,7,20,52.82
13,7,21,50.61
13,7,22,49.69
13,7,23,49.25
13,7,24,47.8
13,7,25,46.82
13,7,26,48.52
13,7,27,62.32
13,7,28,47.5
13,7,29,49.11
13,7,30,80.13
13,7,31,51.01
13,7,32,49.0
13,7,33,49.78
13,7,34,48.22
13,7,35,46.0
13,7,36,45.68
13,7,37,60.76
13,7,38,46.29
13,7,39,47.3
13,7,40,47.19
13,7,41,48.06
13,7,42,49.62
13,7,43,52.66
13,7,44,56.42
13,7,45,57.84
13,7,46,58.21
13,7,47,61.58
13,7,48,52.97
13,7,49,51.23
13,7,50,50.6
13,7,51,49.57
13,7,52,49.06
13,7,53,49.17
13,7,54,51.22
13,7,55,51.13
13,7,56,50.26
13,7,57,60.93
13,7,58,47.67
13,7,59,48.82
13,8,0,51.62
13,8,1,59.53
13,8,2,59.36
13,8,3,56.42
13,8,4,51.77
13,8,5,51.45
13,8,6,52.09
13,8,7,61.69
13,8,8,57.87
13,8,9,62.92
13,8,10,62.59
13,8,11,58.89
13,8,12,56.36
13,8,13,60.13
13,8,14,59.28
13,8,15,57.43
13,8,16,56.01
13,8,17,62.4
13,8,18,59.9
13,8,19,59.33
13,8,20,57.48
13,8,21,55.1
13,8,22,52.29
13,8,23,50.75
13,8,24,50.01
13,8,25,48.82
13,8,26,49.23
13,8,27,61.17
13,8,28,48.54
13,8,29,50.0
13,8,30,53.32
13,8,31,54.5
13,8,32,54.37
13,8,33,53.59
13,8,34,54.6
13,8,35,55.34
13,8,36,55.62
13,8,37,62.52
13,8,38,59.88
13,8,39,56.72
13,8,40,52.73
13,8,41,50.64
13,8,42,51.39
13,8,43,49.14
13,8,44,51.32
13,8,45,55.52
13,8,46,56.47
13,8,47,61.97
13,8,48,59.16
13,8,49,58.77
13,8,50,58.15
13,8,51,57.44
13,8,52,55.85
13,8,53,55.66
13,8,54,55.48
13,8,55,53.23
13,8,56,52.67
13,8,57,61.06
13,8,59,52.07
13,9,0,53.44
13,9,1,52.46
13,9,2,51.94
13,9,3,52.51
13,9,4,54.45
13,9,5,54.66
13,9,6,53.99
13,9,7,51.95
13,9,8,61.0
13,9,9,47.56
13,9,10,45.34
13,9,11,44.05
13,9,12,44.11
13,9,13,43.92
13,9,14,42.33
13,9,15,42.65
13,9,16,41.94
13,9,17,42.45
13,9,18,60.61
13,9,19,45.9
13,9,20,43.58
13,9,21,44.52
13,9,22,44.1
13,9,23,43.74
13,9,24,45.51
13,9,25,43.91
13,9,26,45.8
13,9,27,45.39
13,9,28,60.65
13,9,29,45.38
13,9,30,48.47
13,9,31,52.52
13,9,32,51.97
13,9,33,48.95
13,9,34,48.97
13,9,35,50.36
13,9,36,52.38
13,9,37,55.1
13,9,38,63.01
13,9,39,59.73
13,9,40,56.83
13,9,41,57.75
13,9,42,58.59
13,9,43,61.11
13,9,44,60.38
13,9,45,58.76
13,9,46,54.81
13,9,47,50.87
13,9,48,60.92
13,9,49,49.86
13,9,50,52.92
13,9,51,57.56
13,9,52,59.83
13,9,53,55.59
13,9,54,53.08
13,9,55,54.24
13,9,56,57.89
13,9,57,59.73
13,9,58,63.13
13,9,59,58.04
13,10,0,56.24
13,10,1,56.18
13,10,2,55.23
13,10,3,55.43
13,10,4,52.46
13,10,5,48.55
13,10,6,46.13
13,10,7,46.97
13,10,8,60.94
13,10,9,49.11
13,10,10,49.86
13,10,11,52.91
13,10,12,53.08
13,10,13,57.58
13,10,14,60.24
13,10,15,61.33
13,10,16,61.79
13,10,17,59.86
13,10,18,61.99
13,10,19,56.02
13,10,20,54.97
13,10,21,55.6
13,10,22,55.86
13,10,23,55.69
13,10,24,54.95
13,10,25,55.26
13,10,26,55.66
13,10,27,54.01
13,10,28,61.69
13,10,29,53.9
13,10,30,56.31
13,10,31,57.51
13,10,32,57.6
13,10,33,56.14
13,10,34,55.86
13,10,35,56.0
13,10,36,55.62
13,10,37,55.42
13,10,38,61.38
13,10,39,54.73
13,10,40,54.21
13,10,41,52.67
13,10,42,53.73
13,10,43,55.0
13,10,44,53.89
13,10,45,55.74
13,10,46,55.55
13,10,47,55.16
13,10,48,61.89
13,10,49,54.81
13,10,50,55.9
13,10,51,59.85
13,10,52,64.23
13,10,53,63.89
13,10,54,62.82
13,10,56,62.08
13,10,57,59.5
13,10,58,56.47
13,10,59,61.36
13,11,0,51.73
13,11,1,51.3
13,11,2,52.69
13,11,3,56.43
13,11,4,56.63
13,11,5,56.46
13,11,6,57.75
13,11,7,57.88
13,11,8,59.14
13,11,9,62.81
13,11,10,60.5
13,11,11,64.76
13,11,12,67.72
13,11,13,67.42
13,11,14,65.23
13,11,15,62.52
13,11,16,58.88
13,11,17,55.7
13,11,18,53.67
13,11,19,60.81
13,11,20,50.33
13,11,21,48.93
13,11,22,47.6
13,11,23,49.24
13,11,24,50.29
13,11,25,48.42
13,11,26,48.98
13,11,27,49.25
13,11,28,50.18
13,11,29,61.21
13,11,30,50.87
13,11,31,50.91
13,11,32,49.66
13,11,33,50.98
13,11,34,52.41
13,11,35,53.97
13,11,36,57.42
13,11,37,56.93
13,11,38,57.74
13,11,39,62.16
13,11,40,57.76
13,11,41,56.45
13,11,42,57.1
13,11,43,60.37
13,11,44,57.47
13,11,45,54.3
13,11,46,51.19
13,11,47,49.67
13,11,48,48.41
13,11,49,64.25
13,11,50,52.67
13,11,51,53.79
13,11,52,54.18
13,11,53,53.09
13,11,54,53.51
13,11,55,55.36
13,11,56,55.11
13,11,57,59.69
13,11,58,63.21
13,11,59,64.93
13,12,0,59.45
13,12,1,60.97
13,12,2,59.82
13,12,3,58.36
13,12,4,57.16
13,12,5,56.54
13,12,6,56.21
13,12,7,56.26
13,12,8,55.79
13,12,9,61.27
13,12,10,55.05
13,12,11,55.2
13,12,12,57.42
13,12,13,55.52
13,12,14,54.38
13,12,15,52.47
13,12,16,54.17
13,12,17,53.85
13,12,18,52.58
13,12,19,60.95
13,12,20,55.34
13,12,21,57.16
13,12,22,58.08
13,12,23,58.2
13,12,24,53.98
13,12,25,52.64
13,12,26,54.75
13,12,27,54.55
13,12,28,54.98
13,12,29,61.74
13,12,30,57.82
13,12,31,57.21
13,12,32,56.21
13,12,33,56.7
13,12,34,52.55
13,12,35,49.75
13,12,36,49.02
13,12,37,48.62
13,12,38,48.95
13,12,39,67.7
13,12,40,52.81
13,12,41,54.31
13,12,42,56.4
13,12,43,58.55
13,12,44,62.35
13,12,45,60.67
13,12,46,66.14
13,12,47,72.52
13,12,48,73.82
13,12,49,72.87
13,12,50,63.46
13,12,52,61.2
13,12,53,59.91
13,12,54,59.92
13,12,55,59.42
13,12,56,57.99
13,12,57,55.3
13,12,58,55.65
13,12,59,55.2
13,13,0,61.62
13,13,1,56.68
13,13,2,57.81
13,13,3,58.05
13,13,4,58.88
13,13,5,64.55
13,13,6,61.42
13,13,7,51.9
13,13,8,49.98
13,13,9,51.0
13,13,10,61.65
13,13,11,52.2
13,13,12,51.06
13,13,13,48.82
13,13,14,47.51
13,13,15,47.42
13,13,16,48.23
13,13,17,49.75
13,13,18,53.2
13,13,19,55.44
13,13,20,61.12
13,13,21,51.86
13,13,22,48.28
13,13,23,47.14
13,13,24,47.07
13,13,25,46.9
13,13,26,46.8
13,13,27,47.66
13,13,28,47.04
13,13,29,48.3
13,13,30,64.97
13,13,31,51.69
13,13,32,55.57
13,13,33,61.64
13,13,34,64.89
13,13,35,65.21
13,13,36,67.09
13,13,37,70.24
13,13,38,68.41
13,13,39,66.83
13,13,40,67.47
13,13,41,65.83
13,13,42,64.36
13,13,43,62.3
13,13,44,59.87
13,13,45,57.38
13,13,46,55.6
13,13,47,53.8
13,13,48,53.04
13,13,49,52.38
13,13,50,60.82
13,13,51,51.39
13,13,52,53.35
13,13,53,55.55
13,13,54,57.37
13,13,55,56.38
13,13,56,55.46
13,13,57,57.07
13,13,58,57.72
13,13,59,56.1
13,14,0,61.72
13,14,1,54.21
13,14,2,53.76
13,14,3,53.24
13,14,4,53.67
13,14,5,52.34
13,14,6,51.33
13,14,7,52.04
13,14,8,50.55
13,14,9,50.27
13,14,10,60.98
13,14,11,46.5
13,14,12,46.23
13,14,13,47.95
13,14,14,45.88
13,14,15,47.72
13,14,16,46.78
13,14,17,47.68
13,14,18,53.67
13,14,19,50.59
13,14,20,61.05
13,14,21,47.77
13,14,22,48.3
13,14,23,51.78
13,14,24,56.57
13,14,25,59.03
13,14,26,59.91
13,14,27,59.76
13,14,28,59.23
13,14,29,57.6
13,14,30,62.09
13,14,31,56.1
13,14,32,56.23
13,14,33,56.44
13,14,34,59.01
13,14,35,58.35
13,14,36,59.59
13,14,37,58.59
13,14,38,59.02
13,14,39,57.45
13,14,40,60.98
13,14,41,54.97
13,14,42,52.4
13,14,43,48.79
13,14,44,50.25
13,14,45,56.67
13,14,46,58.13
13,14,47,54.89
13,14,49,49.45
13,14,50,47.46
13,14,51,61.6
13,14,52,46.85
13,14,53,47.05
13,14,54,47.05
13,14,55,47.15
13,14,56,49.02
13,14,57,50.69
13,14,58,54.77
13,14,59,56.6
13,15,0,56.29
13,15,1,62.04
13,15,2,55.62
13,15,3,54.48
13,15,4,55.91
13,15,5,56.05
13,15,6,53.6
13,15,7,51.09
13,15,8,48.39
13,15,9,46.34
13,15,10,46.02
13,15,11,60.88
13,15,12,48.2
13,15,13,51.18
13,15,14,52.06
13,15,15,54.82
13,15,16,58.21
13,15,17,56.17
13,15,18,55.14
13,15,19,53.72
13,15,20,54.63
13,15,21,60.97
13,15,22,57.09
13,15,23,54.72
13,15,24,53.95
13,15,25,54.51
13,15,26,55.26
13,15,27,54.61
13,15,28,53.19
13,15,29,52.41
13,15,30,52.2
13,15,31,60.9
13,15,32,53.13
13,15,33,54.97
13,15,34,54.73
13,15,35,53.72
13,15,36,53.34
13,15,37,53.26
13,15,38,53.54
13,15,39,55.47
13,15,40,57.34
13,15,41,62.42
13,15,42,58.64
13,15,43,61.57
13,15,44,62.02
13,15,45,58.97
13,15,46,59.24
13,15,47,57.92
13,15,48,57.22
13,15,49,54.76
13,15,50,52.16
13,15,51,60.87
13,15,52,50.99
13,15,53,49.65
13,15,54,49.85
13,15,55,49.16
13,15,56,48.9
13,15,57,50.08
13,15,58,50.35
13,15,59,50.04
13,16,0,52.04
13,16,1,64.01
13,16,2,58.28
13,16,3,59.76
13,16,4,60.48
13,16,5,63.32
13,16,6,65.52
13,16,7,65.82
13,16,8,66.42
13,16,9,66.92
13,16,10,65.78
13,16,11,65.0
13,16,12,61.33
13,16,13,59.75
13,16,14,59.06
13,16,15,58.62
13,16,16,56.09
13,16,17,53.27
13,16,18,50.59
13,16,19,52.13
13,16,20,54.3
13,16,21,62.1
13,16,22,54.47
13,16,23,53.2
13,16,24,54.89
13,16,25,59.81
13,16,26,60.64
13,16,27,58.76
13,16,28,55.5
13,16,29,50.3
13,16,30,48.02
13,16,31,61.06
13,16,32,47.14
13,16,33,47.38
13,16,34,48.44
13,16,35,49.0
13,16,36,49.98
13,16,37,51.7
13,16,38,53.14
13,16,39,56.05
13,16,40,56.33
13,16,41,62.54
13,16,42,58.58
13,16,43,55.58
13,16,44,53.66
13,16,46,49.57
13,16,47,46.86
13,16,48,46.14
13,16,49,48.89
13,16,50,50.18
13,16,51,54.11
13,16,52,60.87
13,16,53,49.39
13,16,54,50.51
13,16,55,49.39
13,16,56,49.52
13,16,57,51.05
13,16,58,52.54
13,16,59,51.83
13,17,0,51.7
13,17,1,50.01
13,17,2,61.48
13,17,3,53.27
13,17,4,56.12
13,17,5,57.02
13,17,6,57.11
13,17,7,56.69
13,17,8,57.04
13,17,9,57.13
13,17,10,55.52
13,17,11,56.16
13,17,12,62.4
13,17,13,58.52
13,17,14,58.11
13,17,15,56.03
13,17,16,52.84
13,17,17,54.37
13,17,18,53.59
13,17,19,53.8
13,17,20,56.12
13,17,21,57.51
13,17,22,62.7
13,17,23,59.72
13,17,24,55.34
13,17,25,51.74
13,17,26,51.61
13,17,27,49.46
13,17,28,47.62
13,17,29,49.42
13,17,30,48.29
13,17,31,48.25
13,17,32,60.77
13,17,33,49.02
13,17,34,48.88
13,17,35,48.55
13,17,36,48.91
13,17,37,49.03
13,17,38,52.98
13,17,39,49.6
13,17,40,49.66
13,17,41,50.24
13,17,42,66.64
13,17,43,51.82
13,17,44,51.86
13,17,45,51.87
13,17,46,55.83
13,17,47,58.06
13,17,48,59.68
13,17,49,58.81
13,17,50,61.05
13,17,51,68.48
13,17,52,74.14
13,17,53,67.2
13,17,54,72.06
13,17,55,58.06
13,17,56,58.13
13,17,57,59.45
13,17,58,62.35
13,17,59,66.67
13,18,0,66.76
13,18,1,63.57
13,18,2,64.75
13,18,3,60.43
13,18,4,59.01
13,18,5,58.77
13,18,6,57.45
13,18,7,56.54
13,18,8,54.85
13,18,9,53.38
13,18,10,53.04
13,18,11,51.74
13,18,12,61.41
13,18,13,55.38
13,18,14,60.32
13,18,15,59.52
13,18,16,56.18
13,18,17,52.43
13,18,18,52.5
13,18,19,54.43
13,18,20,53.38
13,18,21,51.87
13,18,22,61.28
13,18,23,54.67
13,18,24,53.97
13,18,25,53.79
13,18,26,52.04
13,18,27,49.03
13,18,28,48.69
13,18,29,50.16
13,18,30,52.84
13,18,31,52.85
13,18,32,61.83
13,18,33,57.64
13,18,34,54.57
13,18,35,51.3
13,18,36,53.69
13,18,37,53.68
13,18,38,54.4
13,18,39,54.93
13,18,40,54.79
13,18,42,55.29
13,18,43,61.6
13,18,44,53.52
13,18,45,53.0
13,18,46,52.67
13,18,47,51.62
13,18,48,50.95
13,18,49,50.91
13,18,50,53.63
13,18,51,54.73
13,18,52,56.37
13,18,53,61.72
13,18,54,56.19
13,18,55,55.62
13,18,56,52.4
13,18,57,50.65
13,18,58,49.12
13,18,59,49.12
13,19,0,50.76
13,19,1,51.08
13,19,2,51.37
13,19,3,60.95
13,19,4,50.07
13,19,5,51.61
13,19,6,52.34
13,19,7,49.95
13,19,8,50.11
13,19,9,53.57
13,19,10,54.64
13,19,11,52.8
13,19,12,51.17
13,19,13,60.73
13,19,14,47.73
13,19,15,47.4
13,19,16,46.79
13,19,17,49.43
13,19,18,51.63
13,19,19,50.28
13,19,20,50.65
13,19,21,50.82
13,19,22,50.59
13,19,23,61.69
13,19,24,51.09
13,19,25,54.16
13,19,26,58.38
13,19,27,58.46
13,19,28,56.99
13,19,29,55.17
13,19,30,53.51
13,19,31,57.03
13,19,32,57.64
13,19,33,62.12
13,19,34,55.39
13,19,35,59.13
13,19,36,61.04
13,19,37,62.4
13,19,38,65.94
13,19,39,66.66
13,19,40,68.08
13,19,41,65.05
13,19,42,61.21
13,19,43,62.16
13,19,44,56.11
13,19,45,52.5
13,19,46,50.89
13,19,47,49.95
13,19,48,49.44
13,19,49,49.46
13,19,50,50.06
13,19,51,50.19
13,19,52,49.87
13,19,53,60.86
13,19,54,52.84
13,19,55,57.83
13,19,56,60.8
13,19,57,60.96
13,19,58,60.55
13,19,59,59.03
13,20,0,56.95
13,20,1,52.73
13,20,2,50.45
13,20,3,60.78
13,20,4,48.8
13,20,5,49.83
13,20,6,52.98
13,20,7,53.46
13,20,8,52.14
13,20,9,51.48
13,20,10,48.82
13,20,11,47.49
13,20,12,51.77
13,20,13,60.72
13,20,14,49.34
13,20,15,50.81
13,20,16,54.02
13,20,17,54.93
13,20,18,55.28
13,20,19,56.21
13,20,20,56.23
13,20,21,59.81
13,20,22,62.48
13,20,23,64.84
13,20,24,61.46
13,20,25,60.76
13,20,26,60.02
13,20,27,59.19
13,20,28,58.56
13,20,29,56.72
13,20,30,54.99
13,20,31,54.99
13,20,32,55.43
13,20,33,61.53
13,20,34,50.8
13,20,35,50.3
13,20,36,51.3
13,20,37,51.69
13,20,39,51.93
13,20,40,52.14
13,20,41,52.77
13,20,42,54.39
13,20,43,55.82
13,20,44,61.96
13,20,45,57.3
13,20,46,57.72
13,20,47,57.76
13,20,48,57.56
13,20,49,55.51
13,20,50,59.39
13,20,51,58.59
13,20,52,66.94
13,20,53,56.31
13,20,54,61.84
13,20,55,70.04
13,20,56,50.76
13,20,57,48.99
13,20,58,48.65
13,20,59,48.28
13,21,0,48.37
13,21,1,49.19
13,21,2,48.73
13,21,3,48.65
13,21,4,60.76
13,21,5,53.04
13,21,6,53.77
13,21,7,55.94
13,21,8,65.72
13,21,9,54.85
13,21,10,56.32
13,21,11,58.74
13,21,12,60.85
13,21,13,60.11
13,21,14,62.28
13,21,15,56.08
13,21,16,52.9
13,21,17,51.92
13,21,18,52.18
13,21,19,51.61
13,21,20,51.38
13,21,21,49.13
13,21,22,49.36
13,21,23,50.14
13,21,24,60.96
13,21,25,60.39
13,21,26,59.31
13,21,27,54.87
13,21,28,51.13
13,21,29,49.35
13,21,30,48.87
13,21,31,48.83
13,21,32,49.45
13,21,33,51.8
13,21,34,62.03
13,21,35,56.75
13,21,36,53.9
13,21,37,50.99
13,21,38,50.75
13,21,39,53.0
13,21,40,53.21
13,21,41,54.06
13,21,42,55.28
13,21,43,54.88
13,21,44,61.8
13,21,45,56.09
13,21,46,55.15
13,21,47,53.85
13,21,48,53.99
13,21,49,56.43
13,21,50,58.49
13,21,51,63.54
13,21,52,70.62
13,21,53,67.26
13,21,54,66.98
13,21,55,66.48
13,21,56,64.04
13,21,57,62.21
13,21,58,62.01
13,21,59,61.46
13,22,0,59.87
13,22,1,58.92
13,22,2,56.27
13,22,3,54.46
13,22,4,61.02
13,22,5,49.11
13,22,6,54.65
13,22,7,55.03
13,22,8,55.4
13,22,9,54.56
13,22,10,53.21
13,22,11,55.32
13,22,12,55.56
13,22,13,52.34
13,22,14,61.2
13,22,15,53.25
13,22,16,55.76
13,22,17,56.66
13,22,18,57.69
13,22,19,53.12
13,22,20,53.99
13,22,21,53.68
13,22,22,50.81
13,22,23,51.46
13,22,24,61.01
13,22,25,49.96
13,22,26,50.53
13,22,27,48.78
13,22,28,49.2
13,22,29,52.74
13,22,30,54.43
13,22,31,56.21
13,22,32,56.87
13,22,33,56.97
13,22,35,61.52
13,22,36,55.62
13,22,37,59.29
13,22,38,78.15
13,22,39,52.98
13,22,40,51.57
13,22,41,50.41
13,22,42,49.79
13,22,43,49.52
13,22,44,49.53
13,22,45,70.39
13,22,46,54.8
13,22,47,54.41
13,22,48,57.83
13,22,49,60.01
13,22,50,62.8
13,22,51,64.73
13,22,52,67.09
13,22,53,65.87
13,22,54,64.92
13,22,55,64.29
13,22,56,59.2
13,22,57,58.75
13,22,58,58.11
13,22,59,57.59
13,23,0,58.35
13,23,1,57.35
13,23,2,58.17
13,23,3,57.52
13,23,4,57.91
13,23,5,62.75
13,23,6,58.0
13,23,7,58.88
13,23,8,59.16
13,23,9,58.29
13,23,10,59.73
13,23,11,60.97
13,23,12,57.5
13,23,13,55.23
13,23,14,54.53
13,23,15,61.64
13,23,16,54.41
13,23,17,56.36
13,23,18,58.82
13,23,19,76.05
13,23,20,58.62
13,23,21,55.77
13,23,22,53.49
13,23,23,51.65
13,23,24,52.18
13,23,25,62.44
13,23,26,62.66
13,23,27,59.85
13,23,28,58.44
13,23,29,63.3
13,23,30,62.79
13,23,31,58.69
13,23,32,53.42
13,23,33,52.77
13,23,34,54.32
13,23,35,80.7
13,23,36,55.29
13,23,37,57.1
13,23,38,54.94
13,23,39,54.75
13,23,40,52.08
13,23,41,51.76
13,23,42,55.58
13,23,43,56.68
13,23,44,57.24
13,23,45,61.92
13,23,46,53.83
13,23,47,55.55
13,23,48,76.19
13,23,49,58.19
13,23,50,57.24
13,23,51,59.37
13,23,52,54.76
13,23,53,54.17
13,23,54,53.37
13,23,55,61.31
13,23,56,55.08
13,23,57,57.6
13,23,58,57.3
13,23,59,56.71
13,24,0,52.51
13,24,1,49.26
13,24,2,47.85
13,24,3,47.11
13,24,4,45.47
13,24,5,60.62
13,24,6,47.55
13,24,7,48.42
13,24,8,47.92
13,24,9,45.57
13,24,10,44.74
13,24,11,44.16
13,24,12,45.0
13,24,13,45.39
13,24,14,46.09
13,24,15,60.69
13,24,16,48.65
13,24,17,50.3
13,24,18,52.61
13,24,19,53.8
13,24,20,52.87
13,24,21,50.53
13,24,22,46.72
13,24,23,45.21
13,24,24,44.06
13,24,25,60.59
13,24,26,42.23
13,24,27,42.1
13,24,28,41.98
13,24,29,42.54
13,24,30,42.37
13,24,32,43.21
13,24,33,43.79
13,24,34,44.89
13,24,35,45.73
13,24,36,60.71
13,24,37,47.18
13,24,38,47.33
13,24,39,48.24
13,24,40,50.43
13,24,41,55.01
13,24,42,56.36
13,24,43,54.76
13,24,44,51.14
13,24,45,48.28
13,24,46,60.77
13,24,47,48.41
13,24,48,51.63
13,24,49,54.28
13,24,50,53.82
13,24,51,51.91
13,24,52,52.2
13,24,53,56.7
13,24,54,57.24
13,24,55,56.12
13,24,56,60.8
13,24,57,49.02
13,24,58,70.68
13,24,59,49.92
13,25,0,51.45
13,25,1,51.06
13,25,2,51.51
13,25,3,51.46
13,25,4,52.12
13,25,5,54.3
13,25,6,61.84
13,25,7,60.7
13,25,8,62.07
13,25,9,62.62
13,25,10,63.24
13,25,11,63.38
13,25,12,63.3
13,25,13,60.57
13,25,14,58.62
13,25,15,58.2
13,25,16,61.61
13,25,17,54.83
13,25,18,53.63
13,25,19,51.49
13,25,20,49.7
13,25,21,48.89
13,25,22,55.74
13,25,23,49.73
13,25,24,50.31
13,25,25,49.33
13,25,26,60.85
13,25,27,49.14
13,25,28,50.07
13,25,29,50.7
13,25,30,53.01
13,25,31,55.71
13,25,32,55.76
13,25,33,54.1
13,25,34,53.19
13,25,35,50.89
13,25,36,60.9
13,25,37,58.72
13,25,38,61.66
13,25,39,63.07
13,25,40,57.42
13,25,41,55.22
13,25,42,54.08
13,25,43,53.5
13,25,44,52.28
13,25,45,54.68
13,25,46,60.8
13,25,47,49.86
13,25,48,49.86
13,25,49,48.01
13,25,50,46.55
13,25,51,45.66
13,25,52,46.88
13,25,53,46.77
13,25,54,48.92
13,25,55,51.56
13,25,56,61.12
13,25,57,51.73
13,25,58,53.6
13,25,59,82.82
13,26,0,55.71
13,26,1,55.37
13,26,2,53.56
13,26,3,54.63
13,26,4,54.26
13,26,5,52.57
13,26,6,61.1
13,26,7,50.54
13,26,8,49.09
13,26,9,48.55
13,26,10,50.08
13,26,11,53.79
13,26,12,53.94
13,26,13,71.9
13,26,14,49.91
13,26,15,51.3
13,26,16,61.11
13,26,17,56.21
13,26,18,56.06
13,26,19,54.52
13,26,20,54.91
13,26,21,55.82
13,26,22,56.64
13,26,23,54.68
13,26,24,51.47
13,26,25,48.92
13,26,26,61.91
13,26,27,53.78
13,26,29,52.84
13,26,30,49.72
13,26,31,49.24
13,26,32,48.89
13,26,33,49.22
13,26,34,51.61
13,26,35,54.57
13,26,36,57.8
13,26,37,63.75
13,26,38,62.97
13,26,39,63.14
13,26,40,60.34
13,26,41,57.35
13,26,42,55.24
13,26,43,53.06
13,26,44,51.63
13,26,45,51.59
13,26,46,52.58
13,26,47,61.27
13,26,48,51.61
13,26,49,53.2
13,26,50,54.08
13,26,51,54.42
13,26,52,54.73
13,26,53,55.22
13,26,54,53.96
13,26,55,52.88
13,26,56,52.86
13,26,57,61.83
13,26,58,55.31
13,26,59,55.91
13,27,0,54.06
13,27,1,53.54
13,27,2,54.62
13,27,3,55.7
13,27,4,55.38
13,27,5,54.25
13,27,6,53.7
13,27,7,61.34
13,27,8,53.19
13,27,9,52.79
13,27,10,53.74
13,27,11,55.53
13,27,12,54.27
13,27,13,52.98
13,27,14,55.97
13,27,15,56.0
13,27,16,52.42
13,27,17,61.67
13,27,18,80.15
13,27,19,53.86
13,27,20,56.04
13,27,21,57.76
13,27,22,58.91
13,27,23,58.56
13,27,24,58.5
13,27,25,58.93
13,27,26,60.38
13,27,27,64.61
13,27,28,57.38
13,27,29,57.75
13,27,30,57.76
13,27,31,60.21
13,27,32,60.71
13,27,33,57.04
13,27,34,58.09
13,27,35,59.76
13,27,36,62.27
13,27,37,65.49
13,27,38,70.48
13,27,39,58.49
13,27,40,58.36
13,27,41,58.34
13,27,42,56.83
13,27,43,55.64
13,27,44,55.36
13,27,45,53.95
13,27,46,52.45
13,27,47,61.33
13,27,48,49.87
13,27,49,49.03
13,27,50,48.72
13,27,51,49.42
13,27,52,51.36
13,27,53,52.58
13,27,54,56.37
13,27,55,56.82
13,27,56,56.15
13,27,57,61.54
13,27,58,54.53
13,27,59,58.99
13,28,0,59.33
13,28,1,57.26
13,28,2,54.08
13,28,3,55.12
13,28,4,59.2
13,28,5,57.99
13,28,6,55.8
13,28,7,61.36
13,28,8,53.71
13,28,9,51.41
13,28,10,49.5
13,28,11,47.19
13,28,12,45.63
13,28,13,44.4
13,28,14,45.03
13,28,15,46.61
13,28,16,46.98
13,28,17,61.65
13,28,18,49.54
13,28,19,52.19
13,28,20,52.24
13,28,21,53.88
13,28,22,55.55
13,28,23,53.52
13,28,25,54.35
13,28,26,54.69
13,28,27,55.73
13,28,28,61.68
13,28,29,54.06
13,28,30,53.06
13,28,31,53.65
13,28,32,55.19
13,28,33,57.84
13,28,34,59.22
13,28,35,59.62
13,28,36,60.24
13,28,37,57.61
13,28,38,61.98
13,28,39,53.37
13,28,40,53.0
13,28,41,55.06
